"article_id","model_id","main_crop","country","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","intervention_recla_detail_4","y_metric_recla","x_metric_raw","x_metric_recla","x_metric_unit_raw","x_metric_unit_recla","x_data_type","transformation_coefficient","transformation_variance_num","model_analysis_raw","m_model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","variance_ci_l","variance_ci_l_num","variance_ci_u","variance_ci_u_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","limitation_of_use_obs","factor_metric","coefficient_variance_type","model_coefficient_variance_type","t_value_pcc","b_logOR","se_logOR","m_region","m_sub_region","Developed_Developing","m_intervention_recla2","m_exact_variance_value","m_random_sample","m_mean_farm_size_ha","m_sampling_unit","m_type_data","m_av_year_assessment","factor_sub_class","x_metric_recla2","pcc_unit","logor_unit","pcc_factor_unit","ES_ID","yi","vi"
476,1,"Maize","Ethiopia","crop rotation",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Livestock herd size (tropical livestock units; TLU) (10-¹)","units of livestock","TLU (10^-1)","TLU","continuous","10",10,"multivariate probit model","probit","B",-0.01,-0.01,"SE","0.06",0.06,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",30,30,1616,1616,"no limitation","units of livestock (TLU)","B_SE","probit_B_SE",-0.166666666666667,-0.16,0.96,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2.2200000000000002",0,1,2010,"Physical capital","Livestock units","continuous","TLU","Livestock units (continuous)",456,-0.00418629964437577,0.000630494924399561
476,1,"Maize","Ethiopia","crop rotation",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","credit is a constraint (credit is needed, but unable to get)","access to credit is a constraint","1= no, 0= yes","1= yes, 0= no","categorical (binary)","-1",1,"multivariate probit model","probit","B",-0.04,-0.04,"SE","0.11",0.11,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",30,30,1616,1616,"no limitation","access to credit is a constraint (1= yes, 0= no)","B_SE","probit_B_SE",0.363636363636364,0.064,0.176,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2.2200000000000002",0,1,2010,"Financial capital","Access to credit is a constraint","1= yes","1= yes","Access to credit is a constraint (1= yes)",457,0.00913344373577029,0.000630411833146225
476,1,"Maize","Ethiopia","crop rotation",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Number of close relatives living in and outside the village (10-²)","family members and friends living in and out the community","number of relatives (10^-2)","number of relatives","continuous","100",100,"multivariate probit model","probit","B",0.7,0.7,"SE","0.4",0.4,"na",NA,"na",NA,"nd",NA,"0.1",0.1,"nd",30,30,1616,1616,"no limitation","family members and friends living in and out the community (number of relatives)","B_SE","probit_B_SE",1.75,112,64,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2.2200000000000002",0,1,2010,"Social capital","Relatives and friends","number","number","Relatives and friends (number)",458,0.04391412698686,0.000628087527000936
476,1,"Maize","Ethiopia","crop rotation",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","member in input ⁄ marketing ⁄ labour rural institutions ⁄ group","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"multivariate probit model","probit","B",0.29,0.29,"SE","0.09",0.09,"na",NA,"na",NA,"nd",NA,"0.01",0.01,"nd",30,30,1616,1616,"no limitation","hh association member (1= yes, 0= no)","B_SE","probit_B_SE",3.22222222222222,0.464,0.144,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2.2200000000000002",0,1,2010,"Social capital","Association member","1= yes","1= yes","Association member (1= yes)",459,0.0806720414432822,0.000622336946557325
476,1,"Maize","Ethiopia","crop rotation",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","conﬁdent with skills of extension workers","hh perception of extension services","1= confident with skills of extension workers, 0= no","1= confident, 0= otherwise","categorical (binary)","none",NA,"multivariate probit model","probit","B",-0.01,-0.01,"SE","0.54",0.54,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",30,30,1616,1616,"no limitation","hh perception of extension services (1= confident, 0= otherwise)","B_SE","probit_B_SE",-0.0185185185185185,-0.016,0.864,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2.2200000000000002",0,1,2010,"Personal behaviour","Perception of extension","1= confident","1= confident","Perception of extension (1= confident)",460,-0.000465148430515937,0.000630516751118488
476,1,"Maize","Ethiopia","crop rotation",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","1 = waterlogging ⁄ drought stress","production constraints","1 = waterlogging ⁄ drought stress, 0= no","1= drought constraint, 0= no","categorical (binary)","none",NA,"multivariate probit model","probit","B",-0.27,-0.27,"SE","0.13",0.13,"na",NA,"na",NA,"nd",NA,"0.05",0.05,"nd",30,30,1616,1616,"no limitation","production constraints (1= drought constraint, 0= no)","B_SE","probit_B_SE",-2.07692307692308,-0.432,0.208,"Africa","Eastern Africa","Developing regions","Crop rotation",1,1,"2.2200000000000002",0,1,2010,"Personal behaviour","Production constraint","1= drought","1= drought","Production constraint (1= drought)",461,-0.0520973473356396,0.00062709905379721
489,1,"Sorghum","Uganda","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Age","hh age","years","years","continuous","none",NA,"logit regression model","logit","B",0.03,0.03,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"no limitation","hh age (years)","B_P","logit_B_P",1.03643338949379,0.03,0.0289454202306744,"Africa","Eastern Africa","Developing regions","Crop rotation",0,1,"nd",1,1,2015,"Socio-demographic","Age","continuous","years","Age (continuous)",462,0.0992385452096904,0.00899449918424502
489,1,"Sorghum","Uganda","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Farming experience","hh farming experience","years","years","continuous","none",NA,"logit regression model","logit","B",-0.041,-0.041,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"no limitation","hh farming experience (years)","B_P","logit_B_P",-1.03643338949379,-0.041,0.0395587409819217,"Africa","Eastern Africa","Developing regions","Crop rotation",0,1,"nd",1,1,2015,"Technical information","Farming experience","continuous","years","Farming experience (continuous)",463,-0.0992385452096904,0.00899449918424502
489,1,"Sorghum","Uganda","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Family size","h size","number of people","number of people","continuous","none",NA,"logit regression model","logit","B",-0.053,-0.053,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"no limitation","h size (number of people)","B_P","logit_B_P",-1.03643338949379,-0.053,0.0511369090741915,"Africa","Eastern Africa","Developing regions","Crop rotation",0,1,"nd",1,1,2015,"Socio-demographic","Household size","continuous","number of people","Household size (continuous)",464,-0.0992385452096904,0.00899449918424502
489,1,"Sorghum","Uganda","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Farm size","farm size","acres","ha","continuous","0.40468599999999999",0.404686,"logit regression model","logit","B",0.054,0.054,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"no limitation","farm size (ha)","B_P","logit_B_P",1.03643338949379,0.021853044,0.0210848513966473,"Africa","Eastern Africa","Developing regions","Crop rotation",0,1,"nd",1,1,2015,"Physical capital","Farm size","continuous","ha","Farm size (continuous)",465,0.0992385452096904,0.00899449918424502
489,1,"Sorghum","Uganda","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Years in formal education","hh education","years","years","continuous","none",NA,"logit regression model","logit","B",0.076,0.076,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"no limitation","hh education (years)","B_P","logit_B_P",1.03643338949379,0.076,0.0733283979177086,"Africa","Eastern Africa","Developing regions","Crop rotation",0,1,"nd",1,1,2015,"Socio-demographic","Education","continuous","years","Education (continuous)",466,0.0992385452096904,0.00899449918424502
489,1,"Sorghum","Uganda","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Number of contacts extension","agricultural extension frequency","number of contacts with extension staff in 2015","number of contacts","continuous","none",NA,"logit regression model","logit","B",0.171,0.171,"P","3.4000000000000002E-2",0.034,"na",NA,"na",NA,"nd",NA,"3.4000000000000002E-2",0.034,"nd",11,11,120,120,"no limitation","agricultural extension frequency (number of contacts)","B_P","logit_B_P",2.12007168974215,0.171,0.0806576498461699,"Africa","Eastern Africa","Developing regions","Crop rotation",0,1,"nd",1,1,2015,"Technical information","Extension frequency","number of contacts","number of contacts","Extension frequency (number of contacts)",467,0.199886980766779,0.00845584198430154
489,1,"Sorghum","Uganda","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Hired labour","farm labour force (hired)","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"logit regression model","logit","B",-0.756,-0.756,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"no limitation","farm labour force (hired) (1= yes, 0= no)","B_P","logit_B_P",-1.03643338949379,-0.756,0.729424589812996,"Africa","Eastern Africa","Developing regions","Crop rotation",0,1,"nd",1,1,2015,"Social capital","Hired labour","1= yes","1= yes","Hired labour (1= yes)",468,-0.0992385452096904,0.00899449918424502
489,1,"Sorghum","Uganda","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Off-farm income","access to off-farm income","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"logit regression model","logit","B",-0.757,-0.757,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"no limitation","access to off-farm income (1= yes, 0= no)","B_P","logit_B_P",-1.03643338949379,-0.757,0.730389437154018,"Africa","Eastern Africa","Developing regions","Crop rotation",0,1,"nd",1,1,2015,"Financial capital","Access to non-farm income","1= yes","1= yes","Access to non-farm income (1= yes)",469,-0.0992385452096904,0.00899449918424502
489,1,"Sorghum","Uganda","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Credit","access to credit","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"logit regression model","logit","B",0.636,0.636,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"no limitation","access to credit (1= yes, 0= no)","B_P","logit_B_P",1.03643338949379,0.636,0.613642908890298,"Africa","Eastern Africa","Developing regions","Crop rotation",0,1,"nd",1,1,2015,"Financial capital","Access to credit","1= yes","1= yes","Access to credit (1= yes)",470,0.0992385452096904,0.00899449918424502
489,1,"Sorghum","Uganda","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Gender","hh gender","1= male, 0= female","1= male, 0= female","categorical (binary)","none",NA,"logit regression model","logit","B",0.372,0.372,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"no limitation","hh gender (1= male, 0= female)","B_P","logit_B_P",1.03643338949379,0.372,0.358923210860363,"Africa","Eastern Africa","Developing regions","Crop rotation",0,1,"nd",1,1,2015,"Socio-demographic","Gender","1= male","1= male","Gender (1= male)",471,0.0992385452096904,0.00899449918424502
489,1,"Sorghum","Uganda","crop rotation","two crops",NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Membership to farmer group","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"logit regression model","logit","B",0.407,0.407,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"no limitation","hh association member (1= yes, 0= no)","B_P","logit_B_P",1.03643338949379,0.407,0.39269286779615,"Africa","Eastern Africa","Developing regions","Crop rotation",0,1,"nd",1,1,2015,"Social capital","Association member","1= yes","1= yes","Association member (1= yes)",472,0.0992385452096904,0.00899449918424502
489,2,"Sorghum","Uganda","intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Age","hh age","years","years","continuous","none",NA,"logit regression model","logit","B",0.002,0.002,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"no limitation","hh age (years)","B_P","logit_B_P",1.03643338949379,0.002,0.00192969468204496,"Africa","Eastern Africa","Developing regions","Intercropping",0,1,"nd",1,1,2015,"Socio-demographic","Age","continuous","years","Age (continuous)",473,0.0992385452096904,0.00899449918424502
489,2,"Sorghum","Uganda","intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Farming experience","hh farming experience","years","years","continuous","none",NA,"logit regression model","logit","B",-0.028,-0.028,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"no limitation","hh farming experience (years)","B_P","logit_B_P",-1.03643338949379,-0.028,0.0270157255486295,"Africa","Eastern Africa","Developing regions","Intercropping",0,1,"nd",1,1,2015,"Technical information","Farming experience","continuous","years","Farming experience (continuous)",474,-0.0992385452096904,0.00899449918424502
489,2,"Sorghum","Uganda","intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Family size","h size","number of people","number of people","continuous","none",NA,"logit regression model","logit","B",-0.69,-0.69,"P","7.0000000000000001E-3",0.007,"na",NA,"na",NA,"nd",NA,"7.0000000000000001E-3",0.007,"nd",11,11,120,120,"no limitation","h size (number of people)","B_P","logit_B_P",-2.69684426087813,-0.69,0.255854596429431,"Africa","Eastern Africa","Developing regions","Intercropping",0,1,"nd",1,1,2015,"Socio-demographic","Household size","continuous","number of people","Household size (continuous)",475,-0.25118409002389,0.00805315494405798
489,2,"Sorghum","Uganda","intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Farm size","farm size","acres","ha","continuous","0.40468599999999999",0.404686,"logit regression model","logit","B",0.354,0.354,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"no limitation","farm size (ha)","B_P","logit_B_P",1.03643338949379,0.143258844,0.138222914711354,"Africa","Eastern Africa","Developing regions","Intercropping",0,1,"nd",1,1,2015,"Physical capital","Farm size","continuous","ha","Farm size (continuous)",476,0.0992385452096904,0.00899449918424502
489,2,"Sorghum","Uganda","intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Years in formal education","hh education","years","years","continuous","none",NA,"logit regression model","logit","B",0.015,0.015,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"no limitation","hh education (years)","B_P","logit_B_P",1.03643338949379,0.015,0.0144727101153372,"Africa","Eastern Africa","Developing regions","Intercropping",0,1,"nd",1,1,2015,"Socio-demographic","Education","continuous","years","Education (continuous)",477,0.0992385452096904,0.00899449918424502
489,2,"Sorghum","Uganda","intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Number of contacts extension","agricultural extension frequency","number of contacts with extension staff in 2015","number of contacts","continuous","none",NA,"logit regression model","logit","B",0.076,0.076,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"no limitation","agricultural extension frequency (number of contacts)","B_P","logit_B_P",1.03643338949379,0.076,0.0733283979177086,"Africa","Eastern Africa","Developing regions","Intercropping",0,1,"nd",1,1,2015,"Technical information","Extension frequency","number of contacts","number of contacts","Extension frequency (number of contacts)",478,0.0992385452096904,0.00899449918424502
489,2,"Sorghum","Uganda","intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Hired labour","farm labour force (hired)","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"logit regression model","logit","B",0.261,0.261,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"no limitation","farm labour force (hired) (1= yes, 0= no)","B_P","logit_B_P",1.03643338949379,0.261,0.251825156006868,"Africa","Eastern Africa","Developing regions","Intercropping",0,1,"nd",1,1,2015,"Social capital","Hired labour","1= yes","1= yes","Hired labour (1= yes)",479,0.0992385452096904,0.00899449918424502
489,2,"Sorghum","Uganda","intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Off-farm income","access to off-farm income","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"logit regression model","logit","B",0.68,0.68,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"no limitation","access to off-farm income (1= yes, 0= no)","B_P","logit_B_P",1.03643338949379,0.68,0.656096191895287,"Africa","Eastern Africa","Developing regions","Intercropping",0,1,"nd",1,1,2015,"Financial capital","Access to non-farm income","1= yes","1= yes","Access to non-farm income (1= yes)",480,0.0992385452096904,0.00899449918424502
489,2,"Sorghum","Uganda","intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Credit","access to credit","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"logit regression model","logit","B",-1.042,-1.042,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"no limitation","access to credit (1= yes, 0= no)","B_P","logit_B_P",-1.03643338949379,-1.042,1.00537092934543,"Africa","Eastern Africa","Developing regions","Intercropping",0,1,"nd",1,1,2015,"Financial capital","Access to credit","1= yes","1= yes","Access to credit (1= yes)",481,-0.0992385452096904,0.00899449918424502
489,2,"Sorghum","Uganda","intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Gender","hh gender","1= male, 0= female","1= male, 0= female","categorical (binary)","none",NA,"logit regression model","logit","B",-1.335,-1.335,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"no limitation","hh gender (1= male, 0= female)","B_P","logit_B_P",-1.03643338949379,-1.335,1.28807120026501,"Africa","Eastern Africa","Developing regions","Intercropping",0,1,"nd",1,1,2015,"Socio-demographic","Gender","1= male","1= male","Gender (1= male)",482,-0.0992385452096904,0.00899449918424502
489,2,"Sorghum","Uganda","intercropping",NA,NA,NA,"n fixing","diversity adoption (1=yes, 0=no)","Membership to farmer group","hh association member","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"logit regression model","logit","B",-0.633,-0.633,"P","nd",0.3,"na",NA,"na",NA,"nd",NA,"nd",NA,"nd",11,11,120,120,"no limitation","hh association member (1= yes, 0= no)","B_P","logit_B_P",-1.03643338949379,-0.633,0.61074836686723,"Africa","Eastern Africa","Developing regions","Intercropping",0,1,"nd",1,1,2015,"Social capital","Association member","1= yes","1= yes","Association member (1= yes)",483,-0.0992385452096904,0.00899449918424502
510,1,"Rice","Bangladesh","crop rotation",NA,NA,"annual crops",NA,"diversity adoption (1=yes, 0=no)","Amount of land owned","farm size","ha","ha","continuous","none",NA,"bivariate probit model","probit","B",-0.243,-0.243,"T","-1.62",-1.62,"na",NA,"na",NA,"-1.62",-1.62,"nd",NA,"nd",12,12,406,406,"no limitation","farm size (ha)","B_T","probit_B_T",-1.62,-0.3888,0.24,"Asia","Southern Asia","Developing regions","Crop rotation",1,1,"0.65",1,1,1997,"Physical capital","Farm size","continuous","ha","Farm size (continuous)",484,-0.0814466976786164,0.00250450983516067
510,1,"Rice","Bangladesh","crop rotation",NA,NA,"annual crops",NA,"diversity adoption (1=yes, 0=no)","Education of farmer","hh education","years","years","continuous","none",NA,"bivariate probit model","probit","B",0.067,0.067,"T","3.34",3.34,"na",NA,"na",NA,"3.34",3.34,"0.01",0.01,"nd",12,12,406,406,"no limitation","hh education (years)","B_T","probit_B_T",3.34,0.1072,0.0320958083832335,"Asia","Southern Asia","Developing regions","Crop rotation",1,1,"0.65",1,1,1997,"Socio-demographic","Education","continuous","years","Education (continuous)",485,0.166139219708234,0.00239989188583871
510,1,"Rice","Bangladesh","crop rotation",NA,NA,"annual crops",NA,"diversity adoption (1=yes, 0=no)","Farming experience","hh farming experience","years","years","continuous","none",NA,"bivariate probit model","probit","B",0.011,0.011,"T","1.97",1.97,"na",NA,"na",NA,"1.97",1.97,"0.05",0.05,"nd",12,12,406,406,"no limitation","hh farming experience (years)","B_T","probit_B_T",1.97,0.0176,0.00893401015228426,"Asia","Southern Asia","Developing regions","Crop rotation",1,1,"0.65",1,1,1997,"Technical information","Farming experience","continuous","years","Farming experience (continuous)",486,0.0988862998636309,0.00248867669661597
510,1,"Rice","Bangladesh","crop rotation",NA,NA,"annual crops",NA,"diversity adoption (1=yes, 0=no)","Family size","h size","number of people","number of people","continuous","none",NA,"bivariate probit model","probit","B",0.001,0.001,"T","0.04",0.04,"na",NA,"na",NA,"0.04",0.04,"nd",NA,"nd",12,12,406,406,"no limitation","h size (number of people)","B_T","probit_B_T",0.04,0.0016,0.04,"Asia","Southern Asia","Developing regions","Crop rotation",1,1,"0.65",1,1,1997,"Socio-demographic","Household size","continuous","number of people","Household size (continuous)",487,0.0020177289818891,0.00253805039988854
510,1,"Rice","Bangladesh","crop rotation",NA,NA,"annual crops",NA,"diversity adoption (1=yes, 0=no)","Extension contact","access to agricultural extension","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"bivariate probit model","probit","B",0.054,0.054,"T","0.21",0.21,"na",NA,"na",NA,"0.21",0.21,"nd",NA,"nd",12,12,406,406,"no limitation","access to agricultural extension (1= yes, 0= no)","B_T","probit_B_T",0.21,0.0864,0.411428571428571,"Asia","Southern Asia","Developing regions","Crop rotation",1,1,"0.65",1,1,1997,"Technical information","Access to extension","1= yes","1= yes","Access to extension (1= yes)",488,0.0105925044228122,0.00253750154895737
510,1,"Rice","Bangladesh","crop rotation",NA,NA,"annual crops",NA,"diversity adoption (1=yes, 0=no)","Share of non-agricultural income","h off-farm income","percentage of non-agricultural income","Percentage of household income from off-farm employment","continuous","none",NA,"bivariate probit model","probit","B",0.653,0.653,"T","2.2999999999999998",2.3,"na",NA,"na",NA,"2.2999999999999998",2.3,"0.05",0.05,"nd",12,12,406,406,"no limitation","h off-farm income (Percentage of household income from off-farm employment)","B_T","probit_B_T",2.3,1.0448,0.454260869565217,"Asia","Southern Asia","Developing regions","Crop rotation",1,1,"0.65",1,1,1997,"Financial capital","Non-farm income","continuous",NA,"Non-farm income (continuous)",489,0.115246603454607,0.00247109859506067
517,1,"nd","Nigeria","agroforestry",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","AGERES Age of respondents in year","hh age","years","years","continuous","none",NA,"probit regression model","probit","B",-0.7348,-0.7348,"P","0.5111",0.5111,"na",NA,"na",NA,"nd",NA,"0.5111",0.5111,"nd",14,14,400,400,"no limitation","hh age (years)","B_P","probit_B_P",-0.657125847957864,-1.17568,1.78912456975119,"Africa","Western Africa","Developing regions","Agroforestry",1,1,"2.9000000000000004",1,1,2015,"Socio-demographic","Age","continuous","years","Age (continuous)",490,-0.0334714688143296,0.00258487196039068
517,1,"nd","Nigeria","agroforestry",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","HHSIZE household size","h size","number of people","number of people","continuous","none",NA,"probit regression model","probit","B",-0.11,-0.11,"P","1E-4",1e-04,"na",NA,"na",NA,"nd",NA,"1E-4",1e-04,"nd",14,14,400,400,"no limitation","h size (number of people)","B_P","probit_B_P",-3.89059188641309,-0.176,0.0452373328116566,"Africa","Western Africa","Developing regions","Agroforestry",1,1,"2.9000000000000004",1,1,2015,"Socio-demographic","Household size","continuous","number of people","Household size (continuous)",491,-0.194496361323425,0.00239837655851988
517,1,"nd","Nigeria","agroforestry",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","FARMEXP farming experience in years","hh farming experience","years","years","continuous","none",NA,"probit regression model","probit","B",-0.0362,-0.0362,"P","0.13700000000000001",0.137,"na",NA,"na",NA,"nd",NA,"0.13700000000000001",0.137,"nd",14,14,400,400,"no limitation","hh farming experience (years)","B_P","probit_B_P",-1.48705608027317,-0.05792,0.0389494389407024,"Africa","Western Africa","Developing regions","Agroforestry",1,1,"2.9000000000000004",1,1,2015,"Technical information","Farming experience","continuous","years","Farming experience (continuous)",492,-0.0755706774712381,0.00256116777228919
517,1,"nd","Nigeria","agroforestry",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","LANDOWSH land ownership","land tenure security","1= land ownership, 0= no","1= owned, 0= otherwise","categorical (binary)","none",NA,"probit regression model","probit","B",0.5537,0.5537,"P","1E-4",1e-04,"na",NA,"na",NA,"nd",NA,"1E-4",1e-04,"nd",14,14,400,400,"no limitation","land tenure security (1= owned, 0= otherwise)","B_P","probit_B_P",3.89059188641309,0.88592,0.227708283434675,"Africa","Western Africa","Developing regions","Agroforestry",1,1,"2.9000000000000004",1,1,2015,"Physical capital","Land tenure","1= owned","1= owned","Land tenure (1= owned)",493,0.194496361323425,0.00239837655851988
517,1,"nd","Nigeria","agroforestry",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","CROPINCM crop income","h on-farm income","Nigerian currency (N = 0.0051 USS)","USD","continuous","5.1000000000000004E-3",0.0051,"probit regression model","probit","B",3e-04,3e-04,"P","2.5999999999999999E-3",0.0026,"na",NA,"na",NA,"nd",NA,"2.5999999999999999E-3",0.0026,"nd",14,14,400,400,"no limitation","h on-farm income (USD)","B_P","probit_B_P",3.01145375849978,2.448e-06,8.12896426880391e-07,"Africa","Western Africa","Developing regions","Agroforestry",1,1,"2.9000000000000004",1,1,2015,"Financial capital","On-farm income","continuous","USD","On-farm income (continuous)",494,0.151701593796128,0.00247280535814004
517,1,"nd","Nigeria","agroforestry",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","OFFFARMINCM off-farm income","h off-farm income","Nigerian currency (N = 0.0051 USS)","USD","continuous","5.1000000000000004E-3",0.0051,"probit regression model","probit","B",1e-04,1e-04,"P","1.4500000000000001E-2",0.0145,"na",NA,"na",NA,"nd",NA,"1.4500000000000001E-2",0.0145,"nd",14,14,400,400,"no limitation","h off-farm income (USD)","B_P","probit_B_P",2.44463202257292,8.16e-07,3.33792567742436e-07,"Africa","Western Africa","Developing regions","Agroforestry",1,1,"2.9000000000000004",1,1,2015,"Financial capital","Non-farm income","continuous","USD","Non-farm income (continuous)",495,0.123634114149115,0.00251207993500624
517,1,"nd","Nigeria","agroforestry",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","FARMSZ farm size","farm size","ha","ha","continuous","none",NA,"probit regression model","probit","B",0.6596,0.6596,"P","1E-4",1e-04,"na",NA,"na",NA,"nd",NA,"1E-4",1e-04,"nd",14,14,400,400,"no limitation","farm size (ha)","B_P","probit_B_P",3.89059188641309,1.05536,0.271259497477897,"Africa","Western Africa","Developing regions","Agroforestry",1,1,"2.9000000000000004",1,1,2015,"Physical capital","Farm size","continuous","ha","Farm size (continuous)",496,0.194496361323425,0.00239837655851988
517,1,"nd","Nigeria","agroforestry",NA,NA,NA,NA,"diversity adoption (1=yes, 0=no)","CREDITACC credit access","access to credit","1= yes, 0= no","1= yes, 0= no","categorical (binary)","none",NA,"probit regression model","probit","B",0.1989,0.1989,"P","8.8099999999999998E-2",0.0881,"na",NA,"na",NA,"nd",NA,"8.8099999999999998E-2",0.0881,"nd",14,14,400,400,"no limitation","access to credit (1= yes, 0= no)","B_P","probit_B_P",1.70550650561329,0.31824,0.186595594301508,"Africa","Western Africa","Developing regions","Agroforestry",1,1,"2.9000000000000004",1,1,2015,"Financial capital","Access to credit","1= yes","1= yes","Access to credit (1= yes)",497,0.0865941574554437,0.00255196666324573
